"YEAR","g(1,0)","g(1,1)","h(1,1)","g(2,0)","g(2,1)","h(2,1)","g(2,2)","h(2,2)","g(3,0)","g(3,1)","h(3,1)","g(3,2)","h(3,2)","g(3,3)","h(3,3)","g(4,0)","g(4,1)","h(4,1)","g(4,2)","h(4,2)","g(4,3)","h(4,3)","g(4,4)","h(4,4)","g(5,0)","g(5,1)","h(5,1)","g(5,2)","h(5,2)","g(5,3)","h(5,3)","g(5,4)","h(5,4)","g(5,5)","h(5,5)","g(6,0)","g(6,1)","h(6,1)","g(6,2)","h(6,2)","g(6,3)","h(6,3)","g(6,4)","h(6,4)","g(6,5)","h(6,5)","g(6,6)","h(6,6)","g(7,0)","g(7,1)","h(7,1)","g(7,2)","h(7,2)","g(7,3)","h(7,3)","g(7,4)","h(7,4)","g(7,5)","h(7,5)","g(7,6)","h(7,6)","g(7,7)","h(7,7)","g(8,0)","g(8,1)","h(8,1)","g(8,2)","h(8,2)","g(8,3)","h(8,3)","g(8,4)","h(8,4)","g(8,5)","h(8,5)","g(8,6)","h(8,6)","g(8,7)","h(8,7)","g(8,8)","h(8,8)","g(9,0)","g(9,1)","h(9,1)","g(9,2)","h(9,2)","g(9,3)","h(9,3)","g(9,4)","h(9,4)","g(9,5)","h(9,5)","g(9,6)","h(9,6)","g(9,7)","h(9,7)","g(9,8)","h(9,8)","g(9,9)","h(9,9)","g(10,0)","g(10,1)","h(10,1)","g(10,2)","h(10,2)","g(10,3)","h(10,3)","g(10,4)","h(10,4)","g(10,5)","h(10,5)","g(10,6)","h(10,6)","g(10,7)","h(10,7)","g(10,8)","h(10,8)","g(10,9)","h(10,9)","g(10,10)","h(10,10)","g(11,0)","g(11,1)","h(11,1)","g(11,2)","h(11,2)","g(11,3)","h(11,3)","g(11,4)","h(11,4)","g(11,5)","h(11,5)","g(11,6)","h(11,6)","g(11,7)","h(11,7)","g(11,8)","h(11,8)","g(11,9)","h(11,9)","g(11,10)","h(11,10)","g(11,11)","h(11,11)","g(12,0)","g(12,1)","h(12,1)","g(12,2)","h(12,2)","g(12,3)","h(12,3)","g(12,4)","h(12,4)","g(12,5)","h(12,5)","g(12,6)","h(12,6)","g(12,7)","h(12,7)","g(12,8)","h(12,8)","g(12,9)","h(12,9)","g(12,10)","h(12,10)","g(12,11)","h(12,11)","g(12,12)","h(12,12)","g(13,0)","g(13,1)","h(13,1)","g(13,2)","h(13,2)","g(13,3)","h(13,3)","g(13,4)","h(13,4)","g(13,5)","h(13,5)","g(13,6)","h(13,6)","g(13,7)","h(13,7)","g(13,8)","h(13,8)","g(13,9)","h(13,9)","g(13,10)","h(13,10)","g(13,11)","h(13,11)","g(13,12)","h(13,12)","g(13,13)","h(13,13)","g(14,0)","g(14,1)","h(14,1)","g(14,2)","h(14,2)","g(14,3)","h(14,3)","g(14,4)","h(14,4)","g(14,5)","h(14,5)","g(14,6)","h(14,6)","g(14,7)","h(14,7)","g(14,8)","h(14,8)","g(14,9)","h(14,9)","g(14,10)","h(14,10)","g(14,11)","h(14,11)","g(14,12)","h(14,12)","g(14,13)","h(14,13)","g(14,14)","h(14,14)","g(15,0)","g(15,1)","h(15,1)","g(15,2)","h(15,2)","g(15,3)","h(15,3)","g(15,4)","h(15,4)","g(15,5)","h(15,5)","g(15,6)","h(15,6)","g(15,7)","h(15,7)","g(15,8)","h(15,8)","g(15,9)","h(15,9)","g(15,10)","h(15,10)","g(15,11)","h(15,11)","g(15,12)","h(15,12)","g(15,13)","h(15,13)","g(15,14)","h(15,14)","g(15,15)","h(15,15)","g(16,0)","g(16,1)","h(16,1)","g(16,2)","h(16,2)","g(16,3)","h(16,3)","g(16,4)","h(16,4)","g(16,5)","h(16,5)","g(16,6)","h(16,6)","g(16,7)","h(16,7)","g(16,8)","h(16,8)","g(16,9)","h(16,9)","g(16,10)","h(16,10)","g(16,11)","h(16,11)","g(16,12)","h(16,12)","g(16,13)","h(16,13)","g(16,14)","h(16,14)","g(16,15)","h(16,15)","g(16,16)","h(16,16)","g(17,0)","g(17,1)","h(17,1)","g(17,2)","h(17,2)","g(17,3)","h(17,3)","g(17,4)","h(17,4)","g(17,5)","h(17,5)","g(17,6)","h(17,6)","g(17,7)","h(17,7)","g(17,8)","h(17,8)","g(17,9)","h(17,9)","g(17,10)","h(17,10)","g(17,11)","h(17,11)","g(17,12)","h(17,12)","g(17,13)","h(17,13)","g(17,14)","h(17,14)","g(17,15)","h(17,15)","g(17,16)","h(17,16)","g(17,17)","h(17,17)","g(18,0)","g(18,1)","h(18,1)","g(18,2)","h(18,2)","g(18,3)","h(18,3)","g(18,4)","h(18,4)","g(18,5)","h(18,5)","g(18,6)","h(18,6)","g(18,7)","h(18,7)","g(18,8)","h(18,8)","g(18,9)","h(18,9)","g(18,10)","h(18,10)","g(18,11)","h(18,11)","g(18,12)","h(18,12)","g(18,13)","h(18,13)","g(18,14)","h(18,14)","g(18,15)","h(18,15)","g(18,16)","h(18,16)","g(18,17)","h(18,17)","g(18,18)","h(18,18)"
"2004.8739","-29553.4228","-1670.7753","5080.7083","-2335.6589","3048.0896","-2591.6959","1657.7931","-514.0266","1335.4616","-2305.6175","-199.1373","1246.5410","270.2532","673.5667","-524.3467","920.5333","797.6829","281.8407","211.6929","-225.5101","-380.5059","144.5963","100.3722","-305.2959","-227.5694","353.9891","43.2869","209.3015","180.0558","-136.3877","-123.6650","-168.0728","-20.0944","-13.5572","103.9402","73.3440","69.6677","-20.2911","76.8221","54.9403","-151.5662","63.6380","-14.3580","-63.4559","14.7073","0.2238","-86.5778","50.7562","79.5210","-74.7132","-60.9563","-1.4072","-22.4870","38.6468","6.8003","12.2432","25.3704","9.3001","11.0417","5.5258","-26.3190","1.8198","-4.7014","24.7170","7.7601","11.0239","-11.5910","-20.9747","-6.9024","9.7656","-18.1234","-19.7499","10.1338","16.1958","9.3263","7.6338","-11.1607","-12.8226","-4.8735","-0.0281","5.5904","9.7372","-20.2654","3.6269","12.6889","-6.9670","12.6248","5.0502","-6.7118","-10.7282","-8.1886","-1.2749","8.0873","8.7898","2.9402","-6.6087","-7.7759","-9.1931","6.0021","-2.1247","-5.9979","1.9378","1.4212","0.0880","-2.3950","4.4791","-0.1658","4.7846","3.0931","-6.5702","0.2998","-1.0140","2.0546","-3.4549","3.7880","-0.8303","-0.1830","-2.3346","-2.0860","-7.9103","2.9963","-1.4920","0.0203","-1.9060","1.2672","1.3662","-0.8218","-0.3391","-2.2726","0.2774","0.8942","-0.8157","-0.5923","0.5491","-2.6967","1.8092","-1.0801","0.1717","-1.5691","0.9740","-1.8745","4.0253","-1.3886","-2.0405","-0.2038","-0.7063","0.1787","0.2694","0.8907","2.4770","-0.3455","-2.6079","0.9734","0.6121","-0.3051","0.3907","0.4614","0.0131","-0.3504","0.0244","-0.3383","0.2740","0.0812","-0.8515","-0.4878","-0.3407","-0.0801","0.8900","-0.1595","-0.8148","-0.7564","0.3027","0.1911","0.1746","1.6951","-0.4822","-0.5284","1.1913","-1.0639","-0.4027","-0.0571","0.7587","0.6289","-0.2593","0.2195","0.3436","0.5201","-0.0540","0.3968","0.4213","-0.2217","-0.1072","-0.5632","-0.1772","-0.8379","-0.2513","0.3829","0.3403","-0.1720","-0.6450","-0.1668","0.4719","-0.0545","0.4291","0.2188","-0.0920","-0.0744","0.3490","-0.1208","0.2870","0.2555","0.2382","-0.0059","0.3548","0.6488","0.1982","-0.3698","0.0646","0.2874","0.1488","0.2603","-0.2047","0.1955","-0.3410","-0.0375","0.0000","0.2349","-0.0908","-0.0553","0.0962","-0.2934","0.0208","-0.0721","0.0031","0.0736","-0.0523","0.1285","-0.0160","0.1708","-0.0373","-0.0039","-0.2141","0.2832","0.0552","0.0830","0.0157","-0.1526","0.0579","-0.0198","0.2999","0.3005","0.1142","0.2200","-0.2023","-0.2684","0.0461","0.0437","0.1010","-0.0157","-0.0366","-0.0642","-0.0929","0.0673","-0.1161","-0.0637","-0.0011","0.0259","0.0118","-0.0044","0.0683","0.0310","-0.0961","-0.1067","0.0317","-0.0796","-0.0391","0.0154","0.0718","0.0230","-0.0996","0.0042","-0.1033","0.1100","0.0237","0.0008","-0.1262","-0.0859","-0.0063","-0.0701","-0.0175","-0.0592","0.0174","-0.0528","-0.0029","0.0186","-0.0143","0.0470","0.0016","0.0014","-0.0130","-0.0058","0.0178","-0.0203","-0.0565","-0.0590","0.0248","-0.0026","-0.0385","0.0831","0.0169","-0.0037","0.0334","0.0611","-0.0928","-0.0526","-0.0780","0.0054","0.0159","-0.0080","-0.0232","-0.0639","-0.1146","0.0376","-0.0304","0.0017","-0.0017","-0.0241","-0.0447","0.0245","-0.0001","-0.0514","-0.0074","-0.0006","-0.0018","-0.0031","-0.0119","-0.0214","-0.0452","-0.0391","-0.0123","0.0083","0.0040","-0.0085","0.0057","0.0138","0.0231","0.0103","0.0088","0.0022","0.0400","-0.0064","0.0005","-0.0463","0.0329","-0.0076","0.0099","0.0129","-0.0581","-0.0036","0.0665"
"2005.1237","-29550.3951","-1667.1355","5075.0539","-2338.7858","3046.9223","-2597.2615","1657.6168","-516.7902","1335.5345","-2306.6399","-197.6455","1246.0239","268.9621","671.3500","-525.3681","919.9989","798.3354","282.4240","209.6467","-224.9849","-379.2513","145.7615","99.6674","-305.4807","-227.9171","354.1567","43.2581","208.6753","180.5942","-136.6814","-123.2596","-167.9705","-19.0186","-13.5365","103.8040","73.3852","69.6998","-20.3651","76.8880","54.4491","-151.0999","63.5396","-14.7807","-63.5956","14.5849","0.2701","-86.2815","51.1678","79.5659","-74.7215","-60.7694","-1.5386","-22.4293","38.9302","6.8069","12.3940","25.3983","9.4210","10.8409","5.3986","-26.3726","2.0079","-4.6210","24.7140","7.7971","11.0224","-11.7179","-20.9416","-6.8602","9.8345","-18.1763","-19.6523","10.2059","16.2398","9.4326","7.5709","-11.3060","-12.7049","-4.7496","0.0391","5.5960","9.7359","-20.2746","3.6468","12.6432","-6.8860","12.6366","4.9782","-6.7385","-10.8185","-8.1612","-1.2553","8.0721","8.7679","2.9011","-6.7205","-7.7203","-9.2377","6.0530","-2.1147","-6.0086","1.9751","1.4071","0.0862","-2.3416","4.4948","-0.1550","4.7704","3.0608","-6.6015","0.2621","-1.0046","2.0569","-3.4822","3.7522","-0.8884","-0.2253","-2.3334","-2.1291","-7.9326","3.0000","-1.4944","0.0209","-1.9105","1.2803","1.3707","-0.8132","-0.3496","-2.2492","0.2906","0.8941","-0.8201","-0.5834","0.5374","-2.6904","1.8083","-1.0899","0.1726","-1.5946","0.9633","-1.8732","4.0198","-1.4175","-2.0412","-0.2017","-0.7184","0.1829","0.2725","0.9002","2.4635","-0.3583","-2.6065","0.9738","0.6068","-0.2967","0.3998","0.4655","0.0123","-0.3525","0.0257","-0.3391","0.2742","0.0885","-0.8508","-0.5038","-0.3338","-0.0670","0.8907","-0.1575","-0.8200","-0.7593","0.3036","0.1927","0.1834","1.6936","-0.4828","-0.5300","1.1871","-1.0670","-0.3989","-0.0570","0.7602","0.6246","-0.2544","0.2144","0.3450","0.5173","-0.0508","0.3993","0.4208","-0.2223","-0.1150","-0.5624","-0.1807","-0.8373","-0.2515","0.3828","0.3402","-0.1754","-0.6444","-0.1654","0.4717","-0.0544","0.4303","0.2190","-0.0927","-0.0731","0.3491","-0.1220","0.2886","0.2573","0.2350","-0.0051","0.3556","0.6506","0.1951","-0.3684","0.0679","0.2888","0.1447","0.2594","-0.2086","0.1865","-0.3444","-0.0380","-0.0007","0.2338","-0.0917","-0.0556","0.0959","-0.2929","0.0187","-0.0715","0.0038","0.0744","-0.0513","0.1297","-0.0153","0.1707","-0.0382","-0.0032","-0.2139","0.2843","0.0557","0.0839","0.0144","-0.1539","0.0579","-0.0185","0.3025","0.2981","0.1150","0.2184","-0.2070","-0.2677","0.0455","0.0434","0.1018","-0.0160","-0.0376","-0.0632","-0.0936","0.0657","-0.1159","-0.0638","-0.0012","0.0257","0.0127","-0.0041","0.0685","0.0314","-0.0962","-0.1069","0.0326","-0.0800","-0.0384","0.0161","0.0718","0.0213","-0.0997","0.0032","-0.1027","0.1117","0.0230","0.0008","-0.1263","-0.0865","-0.0042","-0.0706","-0.0181","-0.0590","0.0162","-0.0526","-0.0026","0.0189","-0.0142","0.0480","0.0019","0.0013","-0.0131","-0.0054","0.0177","-0.0201","-0.0569","-0.0590","0.0248","-0.0023","-0.0381","0.0832","0.0171","-0.0038","0.0339","0.0606","-0.0936","-0.0523","-0.0783","0.0062","0.0166","-0.0085","-0.0240","-0.0634","-0.1144","0.0392","-0.0307","0.0016","-0.0014","-0.0246","-0.0452","0.0251","-0.0006","-0.0517","-0.0078","-0.0006","-0.0016","-0.0031","-0.0120","-0.0214","-0.0451","-0.0390","-0.0122","0.0082","0.0039","-0.0086","0.0057","0.0144","0.0232","0.0106","0.0090","0.0026","0.0398","-0.0064","0.0004","-0.0464","0.0335","-0.0076","0.0095","0.0122","-0.0586","-0.0036","0.0672"
"2005.3739","-29547.4492","-1663.3566","5069.3437","-2341.9236","3045.7495","-2602.8735","1657.5362","-519.5440","1335.6031","-2307.6496","-196.1768","1245.4559","267.7101","669.2086","-526.2917","919.4911","798.9935","282.9308","207.5719","-224.4338","-377.9862","146.8915","98.9952","-305.6588","-228.2413","354.3341","43.2176","208.0814","181.1498","-136.9725","-122.8489","-167.8549","-17.9318","-13.4786","103.6484","73.4303","69.7175","-20.4583","76.9383","53.9530","-150.6359","63.4432","-15.2022","-63.7378","14.4574","0.3259","-85.9501","51.5551","79.6182","-74.7266","-60.5963","-1.6778","-22.3695","39.2164","6.8108","12.5407","25.4185","9.5413","10.6367","5.2581","-26.4292","2.2045","-4.5477","24.7141","7.8312","11.0164","-11.8469","-20.9082","-6.8192","9.9048","-18.2292","-19.5506","10.2812","16.2805","9.5357","7.5126","-11.4530","-12.5878","-4.6370","0.0961","5.6024","9.7359","-20.2848","3.6640","12.5949","-6.8042","12.6488","4.9032","-6.7646","-10.9092","-8.1317","-1.2355","8.0578","8.7459","2.8611","-6.8318","-7.6617","-9.2829","6.1002","-2.1041","-6.0194","2.0129","1.3917","0.0832","-2.2871","4.5104","-0.1452","4.7556","3.0285","-6.6328","0.2244","-0.9960","2.0590","-3.5092","3.7160","-0.9469","-0.2686","-2.3300","-2.1711","-7.9538","3.0036","-1.4962","0.0217","-1.9150","1.2937","1.3759","-0.8047","-0.3599","-2.2257","0.3043","0.8938","-0.8240","-0.5741","0.5261","-2.6840","1.8078","-1.0996","0.1732","-1.6202","0.9521","-1.8724","4.0134","-1.4452","-2.0420","-0.1998","-0.7304","0.1873","0.2755","0.9099","2.4498","-0.3711","-2.6048","0.9743","0.6012","-0.2882","0.4091","0.4695","0.0114","-0.3546","0.0272","-0.3399","0.2745","0.0957","-0.8502","-0.5196","-0.3271","-0.0547","0.8913","-0.1554","-0.8250","-0.7621","0.3047","0.1943","0.1922","1.6919","-0.4834","-0.5315","1.1828","-1.0701","-0.3950","-0.0570","0.7617","0.6203","-0.2496","0.2092","0.3463","0.5146","-0.0475","0.4017","0.4204","-0.2229","-0.1227","-0.5614","-0.1843","-0.8367","-0.2517","0.3828","0.3402","-0.1788","-0.6439","-0.1641","0.4714","-0.0543","0.4316","0.2191","-0.0934","-0.0718","0.3491","-0.1232","0.2901","0.2591","0.2317","-0.0044","0.3564","0.6523","0.1921","-0.3670","0.0712","0.2902","0.1406","0.2584","-0.2124","0.1775","-0.3478","-0.0386","-0.0014","0.2327","-0.0925","-0.0558","0.0956","-0.2923","0.0167","-0.0710","0.0044","0.0753","-0.0503","0.1309","-0.0147","0.1707","-0.0391","-0.0025","-0.2136","0.2855","0.0562","0.0848","0.0131","-0.1552","0.0579","-0.0171","0.3050","0.2957","0.1157","0.2168","-0.2116","-0.2670","0.0449","0.0431","0.1026","-0.0163","-0.0386","-0.0623","-0.0943","0.0642","-0.1158","-0.0639","-0.0012","0.0255","0.0135","-0.0039","0.0688","0.0317","-0.0962","-0.1071","0.0335","-0.0804","-0.0376","0.0168","0.0719","0.0196","-0.0998","0.0022","-0.1021","0.1134","0.0223","0.0008","-0.1264","-0.0870","-0.0020","-0.0710","-0.0187","-0.0589","0.0150","-0.0524","-0.0024","0.0193","-0.0140","0.0489","0.0022","0.0013","-0.0132","-0.0050","0.0176","-0.0200","-0.0573","-0.0590","0.0249","-0.0020","-0.0378","0.0832","0.0174","-0.0040","0.0344","0.0602","-0.0944","-0.0521","-0.0787","0.0070","0.0173","-0.0090","-0.0248","-0.0629","-0.1141","0.0407","-0.0311","0.0015","-0.0011","-0.0252","-0.0457","0.0256","-0.0010","-0.0521","-0.0082","-0.0005","-0.0013","-0.0030","-0.0120","-0.0215","-0.0451","-0.0389","-0.0121","0.0081","0.0039","-0.0087","0.0058","0.0150","0.0232","0.0108","0.0092","0.0031","0.0395","-0.0065","0.0003","-0.0465","0.0341","-0.0075","0.0091","0.0116","-0.0591","-0.0035","0.0678"
"2005.6241","-29544.5033","-1659.5089","5063.5894","-2345.0317","3044.5419","-2608.5026","1657.5452","-522.2786","1335.6653","-2308.6926","-194.6995","1244.8287","266.4713","667.1378","-527.1412","919.0004","799.6401","283.4081","205.4761","-223.8636","-376.7432","147.9768","98.3593","-305.8361","-228.5372","354.5038","43.1906","207.5253","181.7036","-137.2556","-122.4466","-167.7228","-16.8482","-13.3928","103.5019","73.4704","69.7271","-20.5503","76.9758","53.4518","-150.1657","63.3465","-15.6273","-63.8855","14.3180","0.3885","-85.5873","51.9202","79.6695","-74.7331","-60.4331","-1.8250","-22.3085","39.5062","6.8154","12.6812","25.4303","9.6573","10.4289","5.1010","-26.4794","2.4025","-4.4774","24.7122","7.8640","11.0097","-11.9773","-20.8747","-6.7788","9.9773","-18.2832","-19.4448","10.3581","16.3155","9.6357","7.4589","-11.6011","-12.4701","-4.5360","0.1517","5.6079","9.7346","-20.2952","3.6782","12.5442","-6.7216","12.6612","4.8249","-6.7905","-10.9996","-8.1006","-1.2151","8.0448","8.7239","2.8208","-6.9414","-7.6002","-9.3289","6.1469","-2.0932","-6.0300","2.0512","1.3752","0.0790","-2.2309","4.5259","-0.1364","4.7405","2.9963","-6.6643","0.1874","-0.9881","2.0616","-3.5357","3.6798","-1.0057","-0.3123","-2.3244","-2.2119","-7.9736","3.0068","-1.4972","0.0227","-1.9195","1.3072","1.3821","-0.7963","-0.3699","-2.2018","0.3182","0.8934","-0.8274","-0.5646","0.5151","-2.6774","1.8077","-1.1092","0.1735","-1.6459","0.9407","-1.8719","4.0063","-1.4718","-2.0428","-0.1980","-0.7425","0.1917","0.2785","0.9195","2.4361","-0.3837","-2.6026","0.9746","0.5956","-0.2796","0.4186","0.4734","0.0105","-0.3568","0.0291","-0.3406","0.2748","0.1030","-0.8498","-0.5350","-0.3206","-0.0431","0.8916","-0.1534","-0.8298","-0.7649","0.3059","0.1961","0.2012","1.6900","-0.4840","-0.5329","1.1784","-1.0734","-0.3911","-0.0570","0.7631","0.6159","-0.2450","0.2040","0.3476","0.5120","-0.0442","0.4040","0.4202","-0.2236","-0.1304","-0.5605","-0.1882","-0.8361","-0.2519","0.3827","0.3403","-0.1821","-0.6433","-0.1627","0.4712","-0.0542","0.4329","0.2192","-0.0941","-0.0706","0.3491","-0.1244","0.2918","0.2609","0.2284","-0.0036","0.3573","0.6541","0.1891","-0.3656","0.0745","0.2917","0.1365","0.2575","-0.2162","0.1685","-0.3511","-0.0391","-0.0021","0.2317","-0.0933","-0.0560","0.0954","-0.2918","0.0146","-0.0704","0.0051","0.0761","-0.0494","0.1321","-0.0140","0.1706","-0.0400","-0.0018","-0.2134","0.2866","0.0567","0.0857","0.0118","-0.1565","0.0580","-0.0157","0.3075","0.2933","0.1165","0.2151","-0.2162","-0.2663","0.0443","0.0428","0.1034","-0.0167","-0.0395","-0.0613","-0.0950","0.0627","-0.1157","-0.0641","-0.0013","0.0253","0.0143","-0.0036","0.0691","0.0321","-0.0962","-0.1073","0.0343","-0.0807","-0.0369","0.0174","0.0719","0.0180","-0.0999","0.0012","-0.1015","0.1151","0.0216","0.0008","-0.1264","-0.0875","0.0001","-0.0715","-0.0193","-0.0588","0.0138","-0.0522","-0.0021","0.0197","-0.0139","0.0499","0.0025","0.0012","-0.0133","-0.0045","0.0174","-0.0199","-0.0576","-0.0590","0.0250","-0.0017","-0.0375","0.0832","0.0176","-0.0041","0.0349","0.0598","-0.0953","-0.0518","-0.0791","0.0079","0.0180","-0.0094","-0.0256","-0.0623","-0.1139","0.0422","-0.0314","0.0013","-0.0009","-0.0258","-0.0463","0.0261","-0.0015","-0.0524","-0.0086","-0.0005","-0.0011","-0.0029","-0.0120","-0.0216","-0.0451","-0.0389","-0.0120","0.0080","0.0039","-0.0089","0.0058","0.0155","0.0233","0.0111","0.0093","0.0036","0.0393","-0.0065","0.0002","-0.0466","0.0347","-0.0075","0.0087","0.0109","-0.0597","-0.0035","0.0685"
"2005.8742","-29541.6065","-1655.5483","5057.7533","-2348.0889","3043.2859","-2614.1667","1657.6893","-524.9307","1335.7333","-2309.7263","-193.2011","1244.1485","265.2609","665.1409","-527.9379","918.5273","800.2711","283.8600","203.3477","-223.2826","-375.5234","149.0155","97.7762","-306.0038","-228.8115","354.6731","43.1818","207.0016","182.2484","-137.5423","-122.0688","-167.5821","-15.7774","-13.2648","103.3523","73.4899","69.7189","-20.6364","76.9966","52.9493","-149.6916","63.2488","-16.0582","-64.0391","14.1677","0.4660","-85.2004","52.2578","79.7114","-74.7355","-60.2808","-1.9824","-22.2487","39.8034","6.8193","12.8124","25.4336","9.7699","10.2194","4.9344","-26.5175","2.5906","-4.4014","24.7024","7.8945","11.0005","-12.1107","-20.8413","-6.7373","10.0526","-18.3374","-19.3338","10.4344","16.3441","9.7288","7.4098","-11.7502","-12.3549","-4.4466","0.2124","5.6104","9.7320","-20.3066","3.6888","12.4912","-6.6382","12.6735","4.7434","-6.8158","-11.0894","-8.0673","-1.1949","8.0334","8.7018","2.7803","-7.0490","-7.5356","-9.3740","6.1951","-2.0827","-6.0408","2.0894","1.3578","0.0734","-2.1733","4.5412","-0.1286","4.7250","2.9640","-6.6957","0.1514","-0.9813","2.0649","-3.5616","3.6441","-1.0645","-0.3561","-2.3164","-2.2510","-7.9922","3.0098","-1.4976","0.0238","-1.9241","1.3209","1.3891","-0.7880","-0.3797","-2.1779","0.3322","0.8928","-0.8301","-0.5546","0.5045","-2.6705","1.8078","-1.1190","0.1735","-1.6718","0.9294","-1.8717","3.9985","-1.4976","-2.0437","-0.1964","-0.7547","0.1964","0.2813","0.9291","2.4224","-0.3961","-2.6000","0.9749","0.5897","-0.2708","0.4283","0.4773","0.0096","-0.3588","0.0314","-0.3413","0.2751","0.1101","-0.8496","-0.5500","-0.3144","-0.0321","0.8917","-0.1514","-0.8345","-0.7676","0.3072","0.1981","0.2102","1.6880","-0.4845","-0.5342","1.1740","-1.0767","-0.3871","-0.0570","0.7645","0.6115","-0.2404","0.1988","0.3488","0.5095","-0.0409","0.4061","0.4200","-0.2243","-0.1379","-0.5594","-0.1923","-0.8354","-0.2521","0.3825","0.3404","-0.1853","-0.6427","-0.1615","0.4709","-0.0542","0.4342","0.2194","-0.0948","-0.0694","0.3491","-0.1255","0.2934","0.2627","0.2251","-0.0029","0.3582","0.6558","0.1861","-0.3641","0.0777","0.2931","0.1324","0.2565","-0.2199","0.1594","-0.3543","-0.0397","-0.0027","0.2308","-0.0941","-0.0561","0.0952","-0.2913","0.0126","-0.0698","0.0057","0.0769","-0.0484","0.1332","-0.0133","0.1706","-0.0408","-0.0012","-0.2132","0.2877","0.0572","0.0866","0.0105","-0.1579","0.0581","-0.0143","0.3100","0.2908","0.1173","0.2134","-0.2208","-0.2656","0.0437","0.0425","0.1042","-0.0170","-0.0405","-0.0603","-0.0956","0.0611","-0.1156","-0.0642","-0.0014","0.0251","0.0151","-0.0034","0.0693","0.0324","-0.0962","-0.1075","0.0351","-0.0811","-0.0362","0.0181","0.0719","0.0163","-0.1000","0.0003","-0.1008","0.1168","0.0208","0.0007","-0.1265","-0.0880","0.0022","-0.0719","-0.0198","-0.0586","0.0127","-0.0520","-0.0019","0.0201","-0.0137","0.0509","0.0028","0.0011","-0.0134","-0.0041","0.0173","-0.0197","-0.0580","-0.0590","0.0250","-0.0014","-0.0372","0.0832","0.0178","-0.0043","0.0354","0.0594","-0.0961","-0.0516","-0.0794","0.0087","0.0187","-0.0099","-0.0264","-0.0618","-0.1137","0.0438","-0.0317","0.0012","-0.0006","-0.0264","-0.0468","0.0267","-0.0019","-0.0528","-0.0090","-0.0005","-0.0008","-0.0029","-0.0120","-0.0216","-0.0451","-0.0388","-0.0119","0.0078","0.0039","-0.0090","0.0059","0.0161","0.0234","0.0114","0.0095","0.0041","0.0391","-0.0066","0.0001","-0.0468","0.0352","-0.0075","0.0084","0.0102","-0.0602","-0.0035","0.0692"
